,user_id,entropy_second,entropy_minute,entropy_15minutes,entropy_hour,entropy_day
0,14265485,9.7973534612421,6.588008253164999,4.020458359436486,2.9159569410342887,1.006535596790016
1,14587971,9.737663498056738,8.852393016710813,7.310056180189095,6.101890835883817,2.9828655300178277
2,14716324,11.043869916352925,9.265796977020308,6.510952007670693,4.901729360922288,1.6556629838956018
3,14721932,9.416577934427847,8.96202397132028,7.680358615217243,6.476116557780015,3.084258238635102
4,14558848,8.80053523685728,8.507242253355965,7.539061891801657,6.547148452288962,3.3936413085840327
5,14807739,8.209880164397063,7.459544349827619,6.116627504645111,5.154670459432254,2.7112492040408163
6,14764956,8.95872218409225,8.099388254717162,6.502099489902679,5.363384242819681,2.3541165740571697
7,157982762,10.171942368609546,8.802702336160452,6.638153572651322,5.244154868572968,1.913584322498463
8,161662393,10.293017200195175,9.014240635231486,6.591383785090284,5.06225155154017,1.7635094570645442
9,165077100,10.323231526838095,7.464999730797308,4.864970672527697,3.559048469115912,1.4267347547089595
10,157683018,9.097086980568259,5.846350007876714,3.7133076964532323,2.8810672679126155,1.2529416591695524
11,14969657,10.394073673998026,7.837104175599936,5.308007560903902,3.9867314606291453,1.4059763416175608
12,14626600,10.831814648066405,8.878789210321983,6.206560633271587,4.637218739192323,1.472101573914405
13,496168830,8.7372658008265,4.833016381556502,2.7299276708776716,2.099823220599657,0.7168195830940175
14,493747804,10.62163356624457,8.605892314140815,5.919285972631554,4.394570400575027,1.3943409486824625
15,156751025,9.78109644129713,8.506720435858446,6.215170579402994,4.760474944364372,1.6829553166956028
16,160139625,10.47139789543824,8.93003956895807,6.303737203961125,4.692709258001337,1.5952465247553569
17,157158598,10.361192442995318,8.058112936383944,5.5132879019165255,4.137436683847783,1.3942533714720406
18,490440829,9.867316029594164,7.936525587332369,5.8338312972182855,4.521194961222656,1.687289675065482
19,505119515,8.43491319863235,8.095568341391296,7.060082284028904,6.066614209525782,2.9655045265660616
20,14391111,10.712015349470102,9.092074705055957,6.367259539887899,4.677415995789944,1.3452769856184859
21,14235705,10.985444044167897,9.266434623519984,6.287206936088208,4.5751074509481535,1.1972449424365248
22,158169328,10.845550369831896,8.671093736558328,5.780802938115458,4.1791785011952785,1.245688114868456
23,14290542,9.641493341589479,7.015063200195799,4.828061504242507,3.7300302052460306,1.3667799267501157
24,491706663,10.461653065276478,7.525818282240025,4.786954950144939,3.4505147776006933,1.0172996236837708
25,14522589,10.957460853195753,8.987854370584156,6.051672874753178,4.418023028577563,1.2213898100479756
26,491673056,10.809070129792525,9.40891627023988,6.555130355638,4.818478896693615,1.3937497474777145
27,13381912,10.571112749199811,7.624766515948876,4.821699733606722,3.4785603655709734,1.0429282670448436
28,14573824,10.960227873386334,8.242882569535396,5.263392330883374,3.741492762348468,1.0371180166739673
29,492728332,4.418295834054489,4.418295834054489,4.418295834054489,4.334962500721157,3.772055208874201
30,496673471,10.5352106128965,7.834822472809125,5.0042587266884055,3.5856188440417474,0.9037979960351006
31,159491433,10.92856661080097,8.58258979965196,5.510125962010543,3.8656953630346442,0.8992150022245361
32,503262878,8.775735242379584,4.544460534257476,2.3172040801289358,1.6924510805738302,0.5335429277554664
33,497557514,10.834683717785248,8.090701563833123,5.0690860863673874,3.538508478764477,0.8238604540395426
34,14851579,10.77013766970321,7.633712682551449,4.636863200560195,3.1778330113336617,0.7986090989659822
35,1862083502,9.075582129879965,7.784064270514083,6.001634756389492,4.739651010932428,1.921024919313838
36,162663466,10.264616233729518,7.771926259885446,5.10307332016338,3.719373138317959,1.0429298468738353
37,159209237,11.145490505727562,8.433265593797845,5.240357817987571,3.605365827886371,0.7027824913204518
38,1874015534,9.288897706647006,7.973241220761711,5.9884000659887135,4.634045091983626,1.631513651570333
39,1886647662,9.673642048510905,6.364633628613872,3.91864867502516,2.9095635445119115,0.9542149677833232
40,14824425,10.724311659616589,8.27282012676321,5.3134517863058175,3.7526823989919404,0.9078289666857446
